id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
16551772,4,99,9908,105783656,17665,2012-03-06,17.6,OZ,1,4.49
16606739,3,36,3635,107336070,9985,2012-03-03,144,OZ,4,18
16646740,4,64,6409,10817686,7222,2012-03-02,0.75,LT,1,41.37
16691816,3,63,6305,102500020,16489,2012-03-07,59,OZ,1,3.79
16740945,95,64,6401,101820010,12358,2012-03-07,360,OZ,2,33.94
16749437,20,9,901,102113020,33170,2012-03-05,13.5,OZ,1,4.99
16765955,18,35,3504,102113020,15704,2012-03-06,24,OZ,1,1.99
16790471,18,9,902,101410010,45039,2012-03-03,30,OZ,1,7.49
16797008,88,64,6401,107289070,8159,2012-03-04,24,OZ,1,2.89
16799857,20,58,5811,1071516676,27806,2012-03-04,12,OZ,2,3.99
16802992,18,97,9753,10000,0,2012-03-09,1,CT,1,0
16829614,95,63,6315,107989373,30626,2012-03-11,128,OZ,1,2.59
16961724,95,56,5607,102113020,10786,2012-03-04,8,OZ,1,1.69
16968198,88,97,9753,1075166676,0,2012-04-21,1,CT,1,2.99
17041984,95,5,516,101600010,12426,2012-03-03,7.4,OZ,0,0
17208569,15,33,3302,102700020,57417,2012-03-02,26.91,OZ,1,7.49
17456470,14,27,2707,101780010,95301,2012-03-02,7,LB,1,10.99
17472223,4,35,3506,105170050,6335,2012-03-22,22.9,OZ,2,15.98
17486592,15,36,3626,107800070,16223,2012-03-03,20,OZ,1,1.5
17524817,4,71,7113,102240020,25033,2012-03-06,15,OZ,1,0.99
17552659,4,63,6315,102113020,10786,2012-03-14,128,OZ,1,3.99
17563640,88,82,8201,102113020,16397,2012-07-22,1,CT,1,5.49
17652157,4,30,3008,107110070,8280,2012-03-14,16,OZ,1,4.59
17678929,4,99,9908,102113020,15704,2012-03-04,32,OZ,1,6.99
17693343,18,58,5823,104470040,13310,2012-03-02,16,OZ,1,2.99
17764186,15,56,5609,104990040,9818,2012-03-04,16,OZ,2,6.78
17792880,15,5,501,101600010,3331,2012-03-04,8.9,OZ,1,3.79
17888308,4,9,901,104400040,12885,2012-03-20,10.5,OZ,1,3.69
17956604,4,9,907,107313070,13291,2012-03-16,24,OZ,1,2.49
17995179,95,32,3202,102700020,19737,2012-03-02,48,OZ,1,2.99
18019282,3,26,2622,101370010,8154,2012-03-11,12,CT,1,4.49
18036844,4,13,1306,102113020,15704,2012-03-02,2,LB,1,1.99
18249735,4,51,5123,102113020,15704,2012-03-02,80,OZ,1,6.43
18259179,3,33,3303,108411484,9596,2012-03-03,8.5,OZ,2,6
18277411,4,26,2607,101090010,15232,2012-03-02,1,CT,1,3.59
18470775,4,4,407,103400030,18947,2012-03-09,14,OZ,1,2.59
18714453,17,9,907,101410010,13791,2012-03-29,16,OZ,1,2.99
18854215,88,64,6408,108823282,19284,2012-03-02,1.5,LT,1,5.49
18938874,88,56,5615,102113020,10786,2012-03-08,32,OZ,1,6.99
18985721,4,9,901,104400040,3453,2012-03-02,13.72,OZ,1,3.29
19006747,15,37,3711,102113020,16397,2012-03-06,15,OZ,1,3.49
19069700,4,64,6407,108500080,6091,2012-03-06,1.5,LT,2,13.98
19119985,14,58,5827,102113020,15704,2012-07-07,16,OZ,1,3.99
19134469,4,49,4901,102113020,15704,2012-03-15,32,OZ,1,3
19166969,18,34,3406,103700030,8993,2012-03-04,45,OZ,1,5.99
19253253,15,20,2002,105100050,27873,2012-03-03,33,OZ,1,4.19
19277502,4,69,6901,103700030,16139,2012-03-02,2.6,OZ,1,3.99
19330664,4,64,6401,1060275565,6356,2012-03-02,72,OZ,1,6.99
19346425,4,7,707,102550020,6550,2012-03-04,33.9,OZ,1,8.99
19460457,20,9,912,104812141,18322,2012-03-07,20,OZ,1,4.39
19506471,4,9,907,105040050,17593,2012-03-04,16,OZ,1,3.29
19591356,4,9,913,104812141,18322,2012-03-03,12,OZ,2,4.29
19607398,4,3,302,102800020,30272,2012-03-02,11.5,OZ,1,1.99
19648997,4,9,907,102113020,15704,2012-03-03,16,OZ,1,1.69
19667741,4,9,907,107225070,12465,2012-03-11,20,OZ,1,2.79
19773748,15,57,5706,102113020,10786,2012-03-03,32,OZ,1,3.49
19899195,14,55,5557,107457070,26051,2012-03-12,9,OZ,1,3.49
20008183,18,8,814,102113020,15704,2012-05-24,16,OZ,1,1.99
20552767,14,5,504,1072225272,3695,2012-03-09,1.69,OZ,4,6
20760852,18,58,5823,105190050,26456,2012-03-08,16,OZ,1,6.79
21024070,15,63,6315,102113020,10786,2012-03-02,128,OZ,1,3.89
21303030,95,30,3010,104133545,43106,2012-03-09,16,OZ,1,2.5
21323129,4,91,9127,108700080,16095,2012-03-07,1.75,LT,1,24.49
21419778,14,55,5557,107457070,26051,2012-03-07,9,OZ,1,3.49
21420965,15,9,907,102113020,15704,2012-03-02,22,OZ,1,2.99
21489091,17,99,9904,103338333,33170,2012-03-17,32,OZ,1,4.99
21603296,4,96,9632,107675070,18020,2012-03-05,1,CT,1,25
21622166,3,56,5609,104190040,4664,2012-03-05,16,OZ,1,2.99
21690320,4,91,9127,108218484,9031,2012-03-02,0.75,LT,1,17.99
21774908,14,53,5307,107989373,12908,2012-03-08,16,OZ,1,1.99
21837001,15,99,9901,107989373,12908,2012-03-04,0.66,OZ,1,1.99
21860840,15,59,5902,104720040,3239,2012-03-02,15,OZ,1,3.93
21862750,15,97,9753,10000,0,2012-03-04,1,CT,1,0.49
21873377,14,55,5561,102113020,15704,2012-03-02,16,OZ,2,6
22018852,88,60,6001,101800010,14029,2012-03-09,16,OZ,1,3.79
22077078,18,55,5560,104154848,5603,2012-03-02,16.1,OZ,1,4.99
22149847,18,37,3711,102113020,19525,2012-03-02,16,OZ,1,2.49
22199203,88,56,5617,102113020,10786,2012-06-25,12,OZ,1,2.5
22221380,95,33,3305,102840020,5141,2012-03-02,11.5,OZ,1,4.29
22231751,88,95,9518,1072047373,7848,2012-03-04,1,CT,1,3.49
22326006,18,21,2114,108474484,12519,2012-03-03,16,OZ,1,3.69
22491084,15,8,826,101121010,17930,2012-03-02,2,OZ,1,1.99
22496007,17,36,3601,104900040,3809,2012-03-04,96,OZ,1,4
22560643,18,33,3303,102840020,10241,2012-03-17,1.88,OZ,1,1.09
22587434,18,55,5552,107756777,2347,2012-05-06,48,OZ,1,3.5
22644300,18,9,901,104400040,13243,2012-03-02,15.35,OZ,1,2.99
22709494,4,56,5604,102113020,10786,2012-03-05,4,OZ,1,2.99
22725281,18,58,5836,107778272,9260,2012-03-02,12,OZ,1,4.49
22735677,18,41,4105,102700020,8612,2012-03-02,14.5,OZ,4,6
22745038,18,8,807,102113020,15704,2012-03-08,18,OZ,2,1.89
22791304,20,36,3612,107063878,4685,2012-03-05,128,OZ,1,1.19
22806689,18,30,3007,107766171,10562,2012-03-02,13,OZ,1,0.8
22816872,17,97,9753,1076163575,0,2012-03-03,1,CT,1,0
23011309,18,73,7311,1032113030,15704,2012-03-04,3,OZ,1,2.59
23194432,18,81,8101,102820020,11186,2012-03-02,1,CT,1,7.49
23194614,15,97,9753,10000,0,2012-03-29,1,CT,1,1
23211846,15,5,516,102190828,10187,2012-03-09,1.7,OZ,2,-4.52
23270065,17,58,5823,104470040,13310,2012-03-13,16,OZ,3,4.99
23340837,18,8,805,105150050,63722,2012-03-02,5,OZ,2,7.18
23412989,17,5,516,101600010,12426,2012-03-24,6,OZ,1,2.49
23447825,15,12,1205,108000080,17292,2012-03-05,4.1,OZ,2,5.18
23480814,17,63,6320,102113020,10786,2012-03-04,12,CT,1,2.59
23486921,18,33,3308,102840020,3336,2012-03-08,9.75,OZ,1,3.3
23727805,88,56,5607,102113020,10786,2012-03-04,8,OZ,1,2.29
23763655,3,31,3101,1072567777,21170,2012-03-05,2.5,OZ,1,2.09
23791057,95,82,8201,102113020,16397,2012-03-02,1,CT,1,5.99
23972718,18,5,501,101600010,3396,2012-03-15,14,OZ,2,7.18
24032560,18,19,1905,105150050,16728,2012-03-05,32,OZ,1,3.59
24120930,88,16,1604,102200020,5558,2012-03-02,60,CT,1,3.99
42937475,58,28,2801,101111010,9907,2012-03-02,24,OZ,1,3.39
44975538,2,58,5827,101111010,9907,2012-03-03,24,OZ,1,8.99
48386542,17,6,607,1079108373,5499,2012-03-09,44,OZ,1,6.29
48445984,15,36,3611,104900040,4599,2012-03-02,20,OZ,1,1.49
48464291,18,59,5910,103377636,16650,2012-03-07,15,OZ,1,3.49
48468053,4,26,2633,107989373,2368,2012-03-03,6,RL,1,3.99
48532593,20,63,6315,102113020,10786,2012-03-31,128,OZ,1,3.09
48605649,17,57,5710,102113020,10786,2012-03-02,6,OZ,2,1.98
48682962,15,99,9904,105410757,33170,2012-03-18,80,OZ,1,9.99
48693550,95,96,9609,1051780050,88199,2012-03-05,0,,2,-4
48747840,14,63,6315,1074236575,8499,2012-03-26,64,OZ,1,4.29
48991232,4,29,2902,106414464,4790,2012-03-06,15,OZ,2,2.67
49165299,3,29,2928,101530010,58299,2012-03-03,7.1,OZ,1,1
49182915,88,41,4107,102113020,15704,2012-03-17,8.5,OZ,1,0.89
49204603,95,54,5403,107790070,9200,2012-03-12,7,OZ,2,6
49240577,18,58,5814,104470040,10837,2012-03-04,3.4,OZ,3,0.98
49315424,4,7,707,102550020,6550,2012-03-03,33.9,OZ,1,6.99
49326153,4,99,9908,102113020,15704,2012-03-07,12,OZ,1,1.5
49332997,14,63,6323,101400010,2199,2012-03-10,16,OZ,1,1
49434116,14,99,9909,107127979,6732,2012-03-03,8,OZ,1,3.39
49451971,4,29,2902,103760030,8501,2012-03-04,10.5,OZ,1,2.19
49522674,95,64,6408,108224282,8934,2012-03-03,0.75,LT,1,9.24
49591669,20,41,4107,102113020,15704,2012-03-04,4,OZ,2,1.98
49613173,4,21,2106,102113020,15704,2012-03-03,64,OZ,1,1.99
49710372,20,27,2704,1075764575,12598,2012-03-05,10,OZ,1,2.5
49806426,88,96,9609,1057124959,88199,2012-03-04,0,,1,-2
49817353,17,45,4509,104440040,7504,2012-03-05,6.3,OZ,1,3.99
49914843,3,99,9909,107989373,12908,2012-03-11,16,OZ,1,4.99
50006012,88,53,5307,102113020,15704,2012-04-01,12,OZ,2,5.38
50050726,18,73,7308,1081483282,10808,2012-03-04,30,CT,1,1.59
50066863,18,7,707,102550020,6550,2012-08-19,27.8,OZ,1,8.99
50173943,18,56,5620,102113020,10786,2012-03-10,32,OZ,1,8.19
50246742,20,53,5305,102113020,15704,2012-03-04,16,OZ,1,1.5
50288900,88,1,106,101500010,7142,2012-09-01,6,OZ,1,-0.25
50380832,15,41,4108,102113020,15704,2012-03-03,15,OZ,1,0.99
50411403,18,37,3711,102113020,19525,2012-04-08,12,OZ,2,3.98
50545000,15,91,9115,108366484,15717,2012-03-02,1.75,LT,1,29.99
50622160,18,26,2622,102113020,15704,2012-03-08,40,CT,1,3.19
50635466,3,5,501,103800030,11732,2012-03-02,15.5,OZ,1,2.99
50677951,15,9,901,102113020,15704,2012-03-03,9,OZ,1,2.19
50786785,20,64,6401,107199070,9606,2012-03-04,144,OZ,1,8.59
50791864,88,9,902,104400040,12279,2012-03-03,8,OZ,1,2.5
50808053,3,25,2508,102529323,16410,2012-03-04,64,OZ,1,3.69
50828137,15,7,709,1076211171,17286,2012-03-20,4.4,OZ,1,8.99
50865818,15,8,835,102150020,10238,2012-03-04,12,OZ,2,7.38
50869828,17,63,6311,104850040,5072,2012-03-02,59,OZ,1,2.35
51053733,95,36,3628,107800070,17203,2012-03-03,67.6,OZ,1,2.29
51099044,4,36,3631,107800070,23209,2012-03-02,67.6,OZ,1,1.49
51122746,14,63,6315,107989373,12908,2012-03-10,128,OZ,1,6.39
51150009,4,13,1306,107101272,9680,2012-04-02,5,LB,1,4.69
51328832,88,96,9609,1053700050,88199,2012-03-04,0,,2,0
51349274,20,26,2628,103700030,2248,2012-03-02,1,RL,1,3.19
51377848,15,63,6316,107342070,4529,2012-03-09,16,OZ,1,2.69
51388399,4,63,6320,102113020,10786,2012-03-02,18,CT,1,3.59
51441524,4,19,1908,105150050,82528,2012-03-03,16,OZ,1,5.29
51472749,17,5,516,103000030,14760,2012-03-05,6.7,OZ,1,3.69
51531106,15,4,418,101070010,19846,2012-03-03,4,OZ,3,3.75
51804381,17,0,0,10000,20405,2012-03-06,0,,1,-1
51868456,20,91,9131,108954080,9444,2012-03-03,0.75,LT,1,19.99
52015552,18,9,907,107885878,57184,2012-04-01,12.69,OZ,1,2.99
52113271,17,99,9904,103338333,33170,2012-03-06,16,OZ,1,5.49
52328342,3,5,501,103000030,14760,2012-03-04,28,OZ,1,5.49
52387756,20,74,7404,101204414,13056,2012-03-04,4.25,OZ,1,3.49
52503923,15,99,9904,1071575676,5278,2012-03-04,6,OZ,1,3.2
52566892,17,62,6203,102484222,2542,2012-03-07,10,OZ,1,3.49
52584180,18,36,3604,107800070,2829,2012-03-10,67.6,OZ,2,0.98
52590015,14,9,916,107012979,13037,2012-03-02,5.25,OZ,1,2.39
52598384,88,99,9908,103338333,33170,2012-03-02,16,OZ,1,1.5
52732914,18,63,6318,102113020,16397,2012-03-03,43.4,OZ,1,9.99
52770204,15,8,836,105150050,63722,2012-03-07,8.45,OZ,1,3.29
52795289,3,51,5126,1073891272,2225,2012-03-09,16,OZ,3,10.47
52933935,18,9,907,107294575,15878,2012-03-07,20,OZ,1,2.49
52942577,4,63,6317,102113020,10786,2012-03-09,64,OZ,1,2.79
53002206,14,28,2805,107365171,11166,2012-03-02,7,OZ,1,4.29
53024321,18,33,3315,102113020,15704,2012-03-06,11,OZ,2,10.98
53041103,20,33,3314,102113020,15704,2012-03-02,4.5,OZ,1,1.5
53042409,15,9,902,107989373,5537,2012-03-02,8,OZ,2,5.98
53066499,4,64,6409,103322838,3724,2012-03-02,0.75,LT,1,16.79
53078911,95,19,1908,105150050,216,2012-03-07,16,OZ,1,4.59
53098486,18,58,5811,102113020,28503,2012-03-10,8,OZ,1,5.99
53120801,18,9,921,104500040,8511,2012-03-04,4.5,OZ,1,1
53250970,15,58,5823,102531727,763,2012-03-11,4,OZ,1,5.99
53257670,18,45,4508,104132242,16106,2012-03-02,9,OZ,1,8.99
53280850,17,17,1708,102113020,15704,2012-03-02,3.4,OZ,1,0.8
53391520,4,9,907,107313070,13291,2012-03-08,24,OZ,1,4.99
53404104,20,75,7520,1030052131,27166,2012-03-03,500,CT,1,3.49
53421384,4,8,821,104139040,9659,2012-03-06,40,OZ,1,7.99
53593836,18,99,9908,102113020,15704,2012-07-04,16,OZ,1,2.79
53638549,18,9,907,107222070,6669,2012-09-23,24,OZ,1,1.4
53724690,17,35,3508,103700030,18371,2012-03-02,50,OZ,1,7.99
53879707,18,79,7903,1072527474,27869,2012-03-02,1,CT,1,4.99
53885141,4,27,2710,107023070,18373,2012-03-10,20,LB,1,3.99
53899367,15,63,6320,102113020,10786,2012-03-04,18,CT,1,2.99
53994426,20,33,3314,107341676,10839,2012-03-05,8.5,OZ,1,3.19
54001770,95,30,3001,104800141,1707,2012-03-05,30,OZ,1,4.49
54108377,88,63,6320,102113020,10786,2012-03-03,18,CT,1,2.89
54174570,15,5,501,1088491282,8459,2012-03-03,18,OZ,1,5.29
54181077,4,5,501,101600010,85114,2012-03-02,12.8,OZ,1,3.89
54196583,17,63,6323,102113020,10786,2012-03-04,64,OZ,1,2.49
54244565,18,36,3601,104900040,3809,2012-03-02,67.6,OZ,1,1.67
54371887,95,99,9909,102113020,16397,2012-03-02,9,OZ,1,4.99
54382575,18,63,6315,102113020,10786,2012-03-03,128,OZ,1,2.99
54396440,18,37,3706,104119646,14582,2012-03-04,19,OZ,5,4.95
54536172,88,62,6201,102113020,4720,2012-03-04,16,OZ,1,2.99
54590006,15,17,1703,103700030,12071,2012-03-02,40,OZ,1,3.29
54612729,17,10,1011,107349171,9883,2012-03-06,24,OZ,1,2.49
54625209,4,10,1007,104300040,26232,2012-03-08,6,OZ,3,4.17
54675558,18,25,2503,102113020,30626,2012-03-23,22,OZ,1,1.99
54678988,18,33,3312,103700030,14494,2012-03-11,6.38,OZ,1,1.99
54706842,18,5,519,103000030,14760,2012-03-03,15.1,OZ,2,3.99
54786312,15,29,2925,107078777,8333,2012-03-03,80,OZ,1,6.99
54825809,95,5,519,103000030,14760,2012-03-15,11.9,OZ,2,3.79
54877654,15,64,6409,108130888,25521,2012-03-03,0.75,LT,1,8.74
54887182,18,5,501,102113020,15704,2012-03-31,18.2,OZ,1,3.29
54888166,95,36,3601,101200010,13794,2012-03-16,67.6,OZ,1,0.59
55054099,95,29,2902,104132141,12301,2012-03-06,14,OZ,1,1
55224643,15,55,5552,102113020,10786,2012-03-05,128,OZ,1,6.49
55233603,20,5,504,1072225272,3695,2012-06-08,2.4,OZ,4,6.67
55253605,15,7,709,107017777,18928,2012-03-02,1.27,OZ,1,5.99
55304581,14,99,9908,103338333,33170,2012-03-03,42,OZ,2,5.38
55308708,20,26,2628,103700030,2248,2012-03-05,12,RL,1,17.99
55319724,95,6,610,1061126969,15041,2012-03-09,8.4,OZ,1,2.19
55431649,17,51,5115,107192171,78492,2012-03-02,6,OZ,1,3.99
55488429,4,63,6315,1074236575,8499,2012-03-02,64,OZ,1,4.29
55489245,4,26,2619,102113020,15704,2012-03-02,30,CT,2,5.38
55495293,4,99,9904,102113020,15704,2012-03-07,128,OZ,1,3.99
55640032,3,56,5611,107144878,469,2012-03-10,5,OZ,1,6.99
55701436,17,97,9753,10000,0,2012-03-02,1,CT,1,1.29
55710392,4,26,2628,102113020,15704,2012-05-15,12,RL,1,10.99
55712353,18,58,5823,104470040,13310,2012-03-03,9,OZ,1,3.99
55724905,17,59,5902,103450030,10165,2012-03-04,8,OZ,1,2.49
55810929,88,41,4108,107227373,27268,2012-03-03,15,OZ,4,4
55882738,4,97,9753,10000,0,2012-03-05,1,CT,1,8.7
55901143,4,33,3303,102840020,10241,2012-03-04,10.5,OZ,2,4.29
55964098,3,62,6201,107349171,9883,2012-03-05,22,OZ,1,3
56114316,15,64,6401,108378383,16392,2012-03-03,72,OZ,1,7.99
56118474,15,37,3707,107754474,13313,2012-03-12,14.1,OZ,1,-8.61
56211996,15,99,9908,10000,33170,2012-03-04,10,OZ,1,0.1
56486066,20,17,1707,104159848,19708,2012-03-05,30,CT,1,5.29
56544981,17,99,9909,107127979,6732,2012-03-02,11,OZ,1,2.89
56554319,14,58,5812,105450050,1322,2012-03-15,15,OZ,1,5.29
56661209,20,7,707,102550020,6550,2012-03-05,27.8,OZ,1,8.99
56802105,15,36,3614,102113020,93434,2012-03-28,33.8,OZ,2,5.98
56811020,20,9,901,102113020,15704,2012-03-03,10,OZ,1,-1
56912376,18,30,3008,102113020,15704,2012-03-05,24,OZ,1,2.69
56914425,95,95,9518,1072047373,7848,2012-03-02,1,CT,1,2.79
56939637,4,14,1410,104125545,3943,2012-04-06,21,OZ,1,2.49
56987029,4,5,501,101600010,3331,2012-03-06,17,OZ,1,2.99
57039866,4,36,3630,107800070,23561,2012-03-02,67.6,OZ,4,3.96
57044075,17,99,9909,107127979,6732,2012-03-06,8,OZ,1,1.99
57086094,15,30,3008,107147575,2953,2012-03-28,12,OZ,1,4.59
57132131,15,71,7112,1069223767,28490,2012-03-02,24,OZ,1,3.49
57147488,4,57,5707,102113020,10786,2012-03-02,18,OZ,1,1.99
57172147,95,64,6408,108012080,447,2012-03-07,3,LT,1,13.99
57269030,15,37,3711,102113020,16397,2012-03-02,24,OZ,1,3.99
57272357,15,4,416,104000040,16765,2012-03-02,2.07,OZ,2,2.38
57315609,15,79,7903,10912898,43527,2012-03-02,1,CT,1,3.99
57337945,88,19,1908,105150050,9189,2012-03-03,18,OZ,2,6.58
57340646,15,71,7110,101150919,9389,2012-03-17,1,CT,1,6.99
57367164,95,9,907,107313070,13291,2012-10-22,16,OZ,1,4.69
57414874,18,9,912,104812141,18322,2012-03-07,20,OZ,2,7.58
57426577,4,26,2619,102113020,30626,2012-03-02,65,CT,1,3.49
57465732,14,4,411,107920070,20031,2012-03-02,14,OZ,1,2.5
57513964,17,36,3630,101200010,13794,2012-03-04,67.6,OZ,2,3.58
57530684,18,9,907,104130040,17267,2012-03-29,20,OZ,1,2.5
57539670,18,21,2119,1065153868,17830,2012-03-06,16,OZ,1,2.09
57553266,3,6,610,107084777,11910,2012-03-05,16,OZ,1,2.49
57574907,95,4,416,103400030,20231,2012-03-05,1.4,OZ,4,1.98
57581720,18,51,5127,105100050,8605,2012-03-09,16,OZ,3,11.97
57608943,15,97,9753,1022031121,0,2012-03-03,1,CT,1,5.99
57612433,95,73,7312,1031011939,1488,2012-03-02,0.5,OZ,1,8.99
57674291,15,63,6320,1071514171,25530,2012-03-12,12,CT,1,3.79
57719559,15,5,501,101600010,10797,2012-03-03,11.5,OZ,1,4.49
57834619,18,97,9753,1020319424,0,2012-03-04,1,CT,1,10.56
57850102,17,3,311,101600010,1756,2012-04-15,16,OZ,1,2.39
57897266,18,99,9904,1071575676,5278,2012-03-05,6,OZ,1,4.99
57973513,4,63,6315,102113020,10786,2012-03-07,64,OZ,1,2.29
58077382,14,57,5707,103663232,4568,2012-03-02,18.6,OZ,2,5.78
58099874,88,2,201,101600010,1756,2012-03-03,21.5,OZ,1,2.59
58121773,15,55,5552,107756777,2347,2012-03-02,48,OZ,1,5.99
58125841,15,11,1102,104480040,22777,2012-03-03,500,CT,1,6.49
58161301,3,96,9609,1053700050,88199,2012-03-10,0,,1,-2.5
58237989,14,97,9753,103651535,0,2012-03-06,1,CT,1,3
58330353,17,5,501,102113020,30626,2012-03-10,8,OZ,1,1.29
58487625,88,9,902,104400040,18775,2012-03-06,9.5,OZ,1,2.5
58520187,4,64,6401,107089777,6627,2012-03-09,25.4,OZ,2,4
58524246,20,73,7309,1030013232,6454,2012-03-04,50,CT,1,5.29
58544414,15,99,9901,107989373,12908,2012-03-03,0.66,OZ,1,1.99
58558323,17,25,2505,105000050,32115,2012-03-22,32,OZ,1,2.99
58574978,20,72,7205,103700030,4294,2012-03-02,5.8,OZ,1,2.99
58762517,18,97,9753,1021708424,0,2012-03-05,1,CT,1,1.42
58814206,4,8,803,104150040,6714,2012-03-05,12,OZ,1,3.99
58867493,15,64,6401,1075452777,12558,2012-03-03,144,OZ,1,14.99
58891410,15,37,3711,102113020,16397,2012-03-06,24,OZ,1,3.99
59065372,20,79,7901,107099272,86872,2012-03-06,1,CT,1,4.5
59067761,95,26,2604,102113020,15704,2012-03-03,48,CT,1,1.79
59120754,18,29,2904,101530010,13610,2012-03-02,5.8,OZ,1,1.25
59150399,20,5,501,101600010,3331,2012-03-31,18,OZ,1,2.99
59192576,88,36,3604,107800070,16023,2012-03-08,33.8,OZ,1,1.79
59252232,15,4,416,103400030,2689,2012-03-08,3.5,OZ,2,3
59370197,95,8,822,104150141,10197,2012-03-11,28,OZ,1,2.99
59469484,4,36,3626,104900040,17186,2012-03-09,67.6,OZ,1,1.79
59474603,15,51,5117,102113020,15704,2012-03-05,16.1,OZ,1,4.99
59572755,20,56,5611,104175747,10216,2012-03-13,6,OZ,1,3.99
59574114,4,9,902,1087989080,4351,2012-03-10,4.5,OZ,1,2.99
59585609,18,25,2506,105000050,32115,2012-03-09,16,OZ,1,2.49
59600890,95,63,6320,107110171,58231,2012-03-02,6,CT,2,4.98
59638916,95,64,6408,108858686,25456,2012-03-03,0.75,LT,1,8.74
59735577,18,33,3305,102840020,15870,2012-03-04,14,OZ,1,2.19
59816528,14,51,5117,107989373,29344,2012-03-07,14.5,OZ,1,4.99
59928376,17,9,907,107341070,2437,2012-03-13,24,OZ,1,2.5
60235497,3,91,9109,1072105979,16583,2012-03-03,0.75,LT,1,16.99
60283133,15,9,901,103010030,6852,2012-03-18,11.5,OZ,1,3.12
